,Attack,Attacker_Level,Power,Defense,Defender_Level,Damage
4153,113.0,49.0,210.0,5.0,77.0,871
4154,113.0,49.0,210.0,5.0,98.0,747
4155,113.0,49.0,210.0,59.0,7.0,805
4156,113.0,49.0,210.0,59.0,28.0,277
4157,113.0,49.0,210.0,59.0,49.0,170
4158,113.0,49.0,210.0,59.0,77.0,112
4159,113.0,49.0,210.0,59.0,98.0,89
4160,113.0,49.0,210.0,113.0,7.0,524
4161,113.0,49.0,210.0,113.0,28.0,155
4162,113.0,49.0,210.0,113.0,49.0,93
4163,113.0,49.0,210.0,113.0,77.0,60
4164,113.0,49.0,210.0,113.0,98.0,48
4165,113.0,49.0,210.0,185.0,7.0,350
4166,113.0,49.0,210.0,185.0,28.0,99
4167,113.0,49.0,210.0,185.0,49.0,58
4168,113.0,49.0,210.0,185.0,77.0,38
4169,113.0,49.0,210.0,185.0,98.0,30
4170,113.0,49.0,210.0,239.0,7.0,277
4171,113.0,49.0,210.0,239.0,28.0,78
4172,113.0,49.0,210.0,239.0,49.0,46
4173,113.0,49.0,210.0,239.0,77.0,30
4174,113.0,49.0,210.0,239.0,98.0,24
4175,113.0,49.0,230.0,5.0,7.0,2287
4176,113.0,49.0,230.0,5.0,28.0,1634
4177,113.0,49.0,230.0,5.0,49.0,1272
4178,113.0,49.0,230.0,5.0,77.0,954
4179,113.0,49.0,230.0,5.0,98.0,818
4180,113.0,49.0,230.0,59.0,7.0,881
4181,113.0,49.0,230.0,59.0,28.0,303
4182,113.0,49.0,230.0,59.0,49.0,186
4183,113.0,49.0,230.0,59.0,77.0,122
4184,113.0,49.0,230.0,59.0,98.0,97
4185,113.0,49.0,230.0,113.0,7.0,573
4186,113.0,49.0,230.0,113.0,28.0,170
4187,113.0,49.0,230.0,113.0,49.0,101
4188,113.0,49.0,230.0,113.0,77.0,66
4189,113.0,49.0,230.0,113.0,98.0,53
4190,113.0,49.0,230.0,185.0,7.0,383
4191,113.0,49.0,230.0,185.0,28.0,108
4192,113.0,49.0,230.0,185.0,49.0,63
4193,113.0,49.0,230.0,185.0,77.0,42
4194,113.0,49.0,230.0,185.0,98.0,33
4195,113.0,49.0,230.0,239.0,7.0,303
4196,113.0,49.0,230.0,239.0,28.0,85
4197,113.0,49.0,230.0,239.0,49.0,50
4198,113.0,49.0,230.0,239.0,77.0,33
4199,113.0,49.0,230.0,239.0,98.0,26
4200,113.0,49.0,250.0,5.0,7.0,2486
4201,113.0,49.0,250.0,5.0,28.0,1776
4202,113.0,49.0,250.0,5.0,49.0,1382
4203,113.0,49.0,250.0,5.0,77.0,1037
4204,113.0,49.0,250.0,5.0,98.0,889
4205,113.0,49.0,250.0,59.0,7.0,957
4206,113.0,49.0,250.0,59.0,28.0,329
4207,113.0,49.0,250.0,59.0,49.0,202
4208,113.0,49.0,250.0,59.0,77.0,133
4209,113.0,49.0,250.0,59.0,98.0,106
4210,113.0,49.0,250.0,113.0,7.0,623
4211,113.0,49.0,250.0,113.0,28.0,185
4212,113.0,49.0,250.0,113.0,49.0,110
4213,113.0,49.0,250.0,113.0,77.0,71
4214,113.0,49.0,250.0,113.0,98.0,57
4215,113.0,49.0,250.0,185.0,7.0,416
4216,113.0,49.0,250.0,185.0,28.0,117
4217,113.0,49.0,250.0,185.0,49.0,69
4218,113.0,49.0,250.0,185.0,77.0,45
4219,113.0,49.0,250.0,185.0,98.0,36
4220,113.0,49.0,250.0,239.0,7.0,329
4221,113.0,49.0,250.0,239.0,28.0,92
4222,113.0,49.0,250.0,239.0,49.0,54
4223,113.0,49.0,250.0,239.0,77.0,35
4224,113.0,49.0,250.0,239.0,98.0,28
4225,113.0,77.0,10.0,5.0,7.0,237
4226,113.0,77.0,10.0,5.0,28.0,170
4227,113.0,77.0,10.0,5.0,49.0,132
4228,113.0,77.0,10.0,5.0,77.0,100
4229,113.0,77.0,10.0,5.0,98.0,86
4230,113.0,77.0,10.0,59.0,7.0,92
4231,113.0,77.0,10.0,59.0,28.0,33
4232,113.0,77.0,10.0,59.0,49.0,21
4233,113.0,77.0,10.0,59.0,77.0,14
4234,113.0,77.0,10.0,59.0,98.0,12
4235,113.0,77.0,10.0,113.0,7.0,61
4236,113.0,77.0,10.0,113.0,28.0,19
4237,113.0,77.0,10.0,113.0,49.0,12
4238,113.0,77.0,10.0,113.0,77.0,9
4239,113.0,77.0,10.0,113.0,98.0,7
4240,113.0,77.0,10.0,185.0,7.0,41
4241,113.0,77.0,10.0,185.0,28.0,13
4242,113.0,77.0,10.0,185.0,49.0,8
4243,113.0,77.0,10.0,185.0,77.0,6
4244,113.0,77.0,10.0,185.0,98.0,5
4245,113.0,77.0,10.0,239.0,7.0,33
4246,113.0,77.0,10.0,239.0,28.0,11
4247,113.0,77.0,10.0,239.0,49.0,7
4248,113.0,77.0,10.0,239.0,77.0,5
4249,113.0,77.0,10.0,239.0,98.0,4
4250,113.0,77.0,30.0,5.0,7.0,707
4251,113.0,77.0,30.0,5.0,28.0,505
4252,113.0,77.0,30.0,5.0,49.0,393
4253,113.0,77.0,30.0,5.0,77.0,296
4254,113.0,77.0,30.0,5.0,98.0,254
4255,113.0,77.0,30.0,59.0,7.0,273
4256,113.0,77.0,30.0,59.0,28.0,95
4257,113.0,77.0,30.0,59.0,49.0,59
4258,113.0,77.0,30.0,59.0,77.0,39
4259,113.0,77.0,30.0,59.0,98.0,31
4260,113.0,77.0,30.0,113.0,7.0,178
4261,113.0,77.0,30.0,113.0,28.0,54
4262,113.0,77.0,30.0,113.0,49.0,33
4263,113.0,77.0,30.0,113.0,77.0,22
4264,113.0,77.0,30.0,113.0,98.0,18
4265,113.0,77.0,30.0,185.0,7.0,119
4266,113.0,77.0,30.0,185.0,28.0,35
4267,113.0,77.0,30.0,185.0,49.0,21
4268,113.0,77.0,30.0,185.0,77.0,14
4269,113.0,77.0,30.0,185.0,98.0,12
4270,113.0,77.0,30.0,239.0,7.0,95
4271,113.0,77.0,30.0,239.0,28.0,28
4272,113.0,77.0,30.0,239.0,49.0,17
4273,113.0,77.0,30.0,239.0,77.0,11
4274,113.0,77.0,30.0,239.0,98.0,9
4275,113.0,77.0,50.0,5.0,7.0,1176
4276,113.0,77.0,50.0,5.0,28.0,841
4277,113.0,77.0,50.0,5.0,49.0,654
4278,113.0,77.0,50.0,5.0,77.0,491
4279,113.0,77.0,50.0,5.0,98.0,421
4280,113.0,77.0,50.0,59.0,7.0,454
4281,113.0,77.0,50.0,59.0,28.0,157
4282,113.0,77.0,50.0,59.0,49.0,97
4283,113.0,77.0,50.0,59.0,77.0,64
4284,113.0,77.0,50.0,59.0,98.0,51
4285,113.0,77.0,50.0,113.0,7.0,296
4286,113.0,77.0,50.0,113.0,28.0,88
4287,113.0,77.0,50.0,113.0,49.0,53
4288,113.0,77.0,50.0,113.0,77.0,35
4289,113.0,77.0,50.0,113.0,98.0,28
4290,113.0,77.0,50.0,185.0,7.0,198
4291,113.0,77.0,50.0,185.0,28.0,56
4292,113.0,77.0,50.0,185.0,49.0,34
4293,113.0,77.0,50.0,185.0,77.0,22
4294,113.0,77.0,50.0,185.0,98.0,18
4295,113.0,77.0,50.0,239.0,7.0,157
4296,113.0,77.0,50.0,239.0,28.0,45
4297,113.0,77.0,50.0,239.0,49.0,27
4298,113.0,77.0,50.0,239.0,77.0,18
4299,113.0,77.0,50.0,239.0,98.0,14
4300,113.0,77.0,70.0,5.0,7.0,1646
4301,113.0,77.0,70.0,5.0,28.0,1176
4302,113.0,77.0,70.0,5.0,49.0,915
4303,113.0,77.0,70.0,5.0,77.0,687
4304,113.0,77.0,70.0,5.0,98.0,589
4305,113.0,77.0,70.0,59.0,7.0,634
4306,113.0,77.0,70.0,59.0,28.0,218
4307,113.0,77.0,70.0,59.0,49.0,135
4308,113.0,77.0,70.0,59.0,77.0,89
4309,113.0,77.0,70.0,59.0,98.0,70
4310,113.0,77.0,70.0,113.0,7.0,413
4311,113.0,77.0,70.0,113.0,28.0,123
4312,113.0,77.0,70.0,113.0,49.0,73
4313,113.0,77.0,70.0,113.0,77.0,48
4314,113.0,77.0,70.0,113.0,98.0,38
4315,113.0,77.0,70.0,185.0,7.0,276
4316,113.0,77.0,70.0,185.0,28.0,78
4317,113.0,77.0,70.0,185.0,49.0,46
4318,113.0,77.0,70.0,185.0,77.0,30
4319,113.0,77.0,70.0,185.0,98.0,24
4320,113.0,77.0,70.0,239.0,7.0,218
4321,113.0,77.0,70.0,239.0,28.0,62
4322,113.0,77.0,70.0,239.0,49.0,36
4323,113.0,77.0,70.0,239.0,77.0,24
4324,113.0,77.0,70.0,239.0,98.0,19
4325,113.0,77.0,90.0,5.0,7.0,2116
4326,113.0,77.0,90.0,5.0,28.0,1512
4327,113.0,77.0,90.0,5.0,49.0,1176
4328,113.0,77.0,90.0,5.0,77.0,883
4329,113.0,77.0,90.0,5.0,98.0,757
4330,113.0,77.0,90.0,59.0,7.0,815
4331,113.0,77.0,90.0,59.0,28.0,280
4332,113.0,77.0,90.0,59.0,49.0,172
4333,113.0,77.0,90.0,59.0,77.0,113
4334,113.0,77.0,90.0,59.0,98.0,90
4335,113.0,77.0,90.0,113.0,7.0,530
4336,113.0,77.0,90.0,113.0,28.0,157
4337,113.0,77.0,90.0,113.0,49.0,94
4338,113.0,77.0,90.0,113.0,77.0,61
4339,113.0,77.0,90.0,113.0,98.0,49
4340,113.0,77.0,90.0,185.0,7.0,354
4341,113.0,77.0,90.0,185.0,28.0,100
4342,113.0,77.0,90.0,185.0,49.0,59
4343,113.0,77.0,90.0,185.0,77.0,39
4344,113.0,77.0,90.0,185.0,98.0,31
4345,113.0,77.0,90.0,239.0,7.0,280
4346,113.0,77.0,90.0,239.0,28.0,79
4347,113.0,77.0,90.0,239.0,49.0,46
4348,113.0,77.0,90.0,239.0,77.0,30
4349,113.0,77.0,90.0,239.0,98.0,24
4350,113.0,77.0,110.0,5.0,7.0,2585
4351,113.0,77.0,110.0,5.0,28.0,1847
4352,113.0,77.0,110.0,5.0,49.0,1437
4353,113.0,77.0,110.0,5.0,77.0,1078
4354,113.0,77.0,110.0,5.0,98.0,925
4355,113.0,77.0,110.0,59.0,7.0,996
4356,113.0,77.0,110.0,59.0,28.0,342
4357,113.0,77.0,110.0,59.0,49.0,210
4358,113.0,77.0,110.0,59.0,77.0,138
4359,113.0,77.0,110.0,59.0,98.0,110
4360,113.0,77.0,110.0,113.0,7.0,648
4361,113.0,77.0,110.0,113.0,28.0,192
4362,113.0,77.0,110.0,113.0,49.0,114
4363,113.0,77.0,110.0,113.0,77.0,74
4364,113.0,77.0,110.0,113.0,98.0,59
4365,113.0,77.0,110.0,185.0,7.0,433
4366,113.0,77.0,110.0,185.0,28.0,122
4367,113.0,77.0,110.0,185.0,49.0,71
4368,113.0,77.0,110.0,185.0,77.0,47
4369,113.0,77.0,110.0,185.0,98.0,37
4370,113.0,77.0,110.0,239.0,7.0,342
4371,113.0,77.0,110.0,239.0,28.0,96
4372,113.0,77.0,110.0,239.0,49.0,56
4373,113.0,77.0,110.0,239.0,77.0,37
4374,113.0,77.0,110.0,239.0,98.0,29
4375,113.0,77.0,130.0,5.0,7.0,3055
4376,113.0,77.0,130.0,5.0,28.0,2183
4377,113.0,77.0,130.0,5.0,49.0,1698
4378,113.0,77.0,130.0,5.0,77.0,1274
4379,113.0,77.0,130.0,5.0,98.0,1092
4380,113.0,77.0,130.0,59.0,7.0,1176
4381,113.0,77.0,130.0,59.0,28.0,404
4382,113.0,77.0,130.0,59.0,49.0,248
4383,113.0,77.0,130.0,59.0,77.0,163
4384,113.0,77.0,130.0,59.0,98.0,129
4385,113.0,77.0,130.0,113.0,7.0,765
4386,113.0,77.0,130.0,113.0,28.0,226
4387,113.0,77.0,130.0,113.0,49.0,135
4388,113.0,77.0,130.0,113.0,77.0,87
4389,113.0,77.0,130.0,113.0,98.0,70
4390,113.0,77.0,130.0,185.0,7.0,511
4391,113.0,77.0,130.0,185.0,28.0,143
4392,113.0,77.0,130.0,185.0,49.0,84
4393,113.0,77.0,130.0,185.0,77.0,55
4394,113.0,77.0,130.0,185.0,98.0,44
4395,113.0,77.0,130.0,239.0,7.0,404
4396,113.0,77.0,130.0,239.0,28.0,113
4397,113.0,77.0,130.0,239.0,49.0,66
4398,113.0,77.0,130.0,239.0,77.0,43
4399,113.0,77.0,130.0,239.0,98.0,34
4400,113.0,77.0,150.0,5.0,7.0,3525
4401,113.0,77.0,150.0,5.0,28.0,2518
4402,113.0,77.0,150.0,5.0,49.0,1959
4403,113.0,77.0,150.0,5.0,77.0,1470
4404,113.0,77.0,150.0,5.0,98.0,1260
4405,113.0,77.0,150.0,59.0,7.0,1357
4406,113.0,77.0,150.0,59.0,28.0,466
4407,113.0,77.0,150.0,59.0,49.0,286
4408,113.0,77.0,150.0,59.0,77.0,187
4409,113.0,77.0,150.0,59.0,98.0,149
4410,113.0,77.0,150.0,113.0,7.0,883
4411,113.0,77.0,150.0,113.0,28.0,261
4412,113.0,77.0,150.0,113.0,49.0,155
4413,113.0,77.0,150.0,113.0,77.0,100
4414,113.0,77.0,150.0,113.0,98.0,80
4415,113.0,77.0,150.0,185.0,7.0,589
4416,113.0,77.0,150.0,185.0,28.0,165
4417,113.0,77.0,150.0,185.0,49.0,97
4418,113.0,77.0,150.0,185.0,77.0,63
4419,113.0,77.0,150.0,185.0,98.0,50
4420,113.0,77.0,150.0,239.0,7.0,466
4421,113.0,77.0,150.0,239.0,28.0,130
4422,113.0,77.0,150.0,239.0,49.0,76
4423,113.0,77.0,150.0,239.0,77.0,49
4424,113.0,77.0,150.0,239.0,98.0,39
4425,113.0,77.0,170.0,5.0,7.0,3994
4426,113.0,77.0,170.0,5.0,28.0,2854
4427,113.0,77.0,170.0,5.0,49.0,2220
4428,113.0,77.0,170.0,5.0,77.0,1666
4429,113.0,77.0,170.0,5.0,98.0,1428
4430,113.0,77.0,170.0,59.0,7.0,1538
4431,113.0,77.0,170.0,59.0,28.0,527
4432,113.0,77.0,170.0,59.0,49.0,324
4433,113.0,77.0,170.0,59.0,77.0,212
4434,113.0,77.0,170.0,59.0,98.0,168
4435,113.0,77.0,170.0,113.0,7.0,1000
4436,113.0,77.0,170.0,113.0,28.0,296
4437,113.0,77.0,170.0,113.0,49.0,176
4438,113.0,77.0,170.0,113.0,77.0,114
4439,113.0,77.0,170.0,113.0,98.0,90
4440,113.0,77.0,170.0,185.0,7.0,667
4441,113.0,77.0,170.0,185.0,28.0,187
4442,113.0,77.0,170.0,185.0,49.0,109
4443,113.0,77.0,170.0,185.0,77.0,71
4444,113.0,77.0,170.0,185.0,98.0,56
4445,113.0,77.0,170.0,239.0,7.0,527
4446,113.0,77.0,170.0,239.0,28.0,147
4447,113.0,77.0,170.0,239.0,49.0,86
4448,113.0,77.0,170.0,239.0,77.0,56
4449,113.0,77.0,170.0,239.0,98.0,44
4450,113.0,77.0,190.0,5.0,7.0,4464
4451,113.0,77.0,190.0,5.0,28.0,3189
4452,113.0,77.0,190.0,5.0,49.0,2481
4453,113.0,77.0,190.0,5.0,77.0,1861
4454,113.0,77.0,190.0,5.0,98.0,1596
4455,113.0,77.0,190.0,59.0,7.0,1718
4456,113.0,77.0,190.0,59.0,28.0,589
4457,113.0,77.0,190.0,59.0,49.0,362
4458,113.0,77.0,190.0,59.0,77.0,237
4459,113.0,77.0,190.0,59.0,98.0,188
4460,113.0,77.0,190.0,113.0,7.0,1118
4461,113.0,77.0,190.0,113.0,28.0,330
4462,113.0,77.0,190.0,113.0,49.0,196
4463,113.0,77.0,190.0,113.0,77.0,127
4464,113.0,77.0,190.0,113.0,98.0,101
4465,113.0,77.0,190.0,185.0,7.0,746
4466,113.0,77.0,190.0,185.0,28.0,209
4467,113.0,77.0,190.0,185.0,49.0,122
4468,113.0,77.0,190.0,185.0,77.0,79
4469,113.0,77.0,190.0,185.0,98.0,63
4470,113.0,77.0,190.0,239.0,7.0,589
4471,113.0,77.0,190.0,239.0,28.0,164
4472,113.0,77.0,190.0,239.0,49.0,95
4473,113.0,77.0,190.0,239.0,77.0,62
4474,113.0,77.0,190.0,239.0,98.0,49
4475,113.0,77.0,210.0,5.0,7.0,4934
4476,113.0,77.0,210.0,5.0,28.0,3525
4477,113.0,77.0,210.0,5.0,49.0,2742
4478,113.0,77.0,210.0,5.0,77.0,2057
4479,113.0,77.0,210.0,5.0,98.0,1763
4480,113.0,77.0,210.0,59.0,7.0,1899
4481,113.0,77.0,210.0,59.0,28.0,651
4482,113.0,77.0,210.0,59.0,49.0,400
4483,113.0,77.0,210.0,59.0,77.0,262
4484,113.0,77.0,210.0,59.0,98.0,207
4485,113.0,77.0,210.0,113.0,7.0,1235
4486,113.0,77.0,210.0,113.0,28.0,365
4487,113.0,77.0,210.0,113.0,49.0,216
4488,113.0,77.0,210.0,113.0,77.0,140
4489,113.0,77.0,210.0,113.0,98.0,111
4490,113.0,77.0,210.0,185.0,7.0,824
4491,113.0,77.0,210.0,185.0,28.0,230
4492,113.0,77.0,210.0,185.0,49.0,135
4493,113.0,77.0,210.0,185.0,77.0,87
4494,113.0,77.0,210.0,185.0,98.0,69
4495,113.0,77.0,210.0,239.0,7.0,651
4496,113.0,77.0,210.0,239.0,28.0,181
4497,113.0,77.0,210.0,239.0,49.0,105
4498,113.0,77.0,210.0,239.0,77.0,68
4499,113.0,77.0,210.0,239.0,98.0,54
4500,113.0,77.0,230.0,5.0,7.0,5404
4501,113.0,77.0,230.0,5.0,28.0,3860
4502,113.0,77.0,230.0,5.0,49.0,3003
4503,113.0,77.0,230.0,5.0,77.0,2253
4504,113.0,77.0,230.0,5.0,98.0,1931
4505,113.0,77.0,230.0,59.0,7.0,2080
4506,113.0,77.0,230.0,59.0,28.0,713
4507,113.0,77.0,230.0,59.0,49.0,438
4508,113.0,77.0,230.0,59.0,77.0,286
4509,113.0,77.0,230.0,59.0,98.0,227
4510,113.0,77.0,230.0,113.0,7.0,1352
4511,113.0,77.0,230.0,113.0,28.0,399
4512,113.0,77.0,230.0,113.0,49.0,237
4513,113.0,77.0,230.0,113.0,77.0,153
4514,113.0,77.0,230.0,113.0,98.0,122
4515,113.0,77.0,230.0,185.0,7.0,902
4516,113.0,77.0,230.0,185.0,28.0,252
4517,113.0,77.0,230.0,185.0,49.0,147
4518,113.0,77.0,230.0,185.0,77.0,95
4519,113.0,77.0,230.0,185.0,98.0,76
4520,113.0,77.0,230.0,239.0,7.0,713
4521,113.0,77.0,230.0,239.0,28.0,198
4522,113.0,77.0,230.0,239.0,49.0,115
4523,113.0,77.0,230.0,239.0,77.0,74
4524,113.0,77.0,230.0,239.0,98.0,59
4525,113.0,77.0,250.0,5.0,7.0,5873
4526,113.0,77.0,250.0,5.0,28.0,4196
4527,113.0,77.0,250.0,5.0,49.0,3264
4528,113.0,77.0,250.0,5.0,77.0,2448
4529,113.0,77.0,250.0,5.0,98.0,2099
4530,113.0,77.0,250.0,59.0,7.0,2260
4531,113.0,77.0,250.0,59.0,28.0,775
4532,113.0,77.0,250.0,59.0,49.0,475
4533,113.0,77.0,250.0,59.0,77.0,311
4534,113.0,77.0,250.0,59.0,98.0,247
4535,113.0,77.0,250.0,113.0,7.0,1470
4536,113.0,77.0,250.0,113.0,28.0,434
4537,113.0,77.0,250.0,113.0,49.0,257
4538,113.0,77.0,250.0,113.0,77.0,166
4539,113.0,77.0,250.0,113.0,98.0,132
4540,113.0,77.0,250.0,185.0,7.0,981
4541,113.0,77.0,250.0,185.0,28.0,274
4542,113.0,77.0,250.0,185.0,49.0,160
4543,113.0,77.0,250.0,185.0,77.0,104
4544,113.0,77.0,250.0,185.0,98.0,82
4545,113.0,77.0,250.0,239.0,7.0,775
4546,113.0,77.0,250.0,239.0,28.0,215
4547,113.0,77.0,250.0,239.0,49.0,125
4548,113.0,77.0,250.0,239.0,77.0,81
4549,113.0,77.0,250.0,239.0,98.0,64
4550,113.0,98.0,10.0,5.0,7.0,374
4551,113.0,98.0,10.0,5.0,28.0,268
4552,113.0,98.0,10.0,5.0,49.0,209
4553,113.0,98.0,10.0,5.0,77.0,157
4554,113.0,98.0,10.0,5.0,98.0,135
4555,113.0,98.0,10.0,59.0,7.0,145
4556,113.0,98.0,10.0,59.0,28.0,51
4557,113.0,98.0,10.0,59.0,49.0,32
4558,113.0,98.0,10.0,59.0,77.0,22
4559,113.0,98.0,10.0,59.0,98.0,18
4560,113.0,98.0,10.0,113.0,7.0,95
4561,113.0,98.0,10.0,113.0,28.0,29
4562,113.0,98.0,10.0,113.0,49.0,18
4563,113.0,98.0,10.0,113.0,77.0,12
4564,113.0,98.0,10.0,113.0,98.0,10
4565,113.0,98.0,10.0,185.0,7.0,64
4566,113.0,98.0,10.0,185.0,28.0,19
4567,113.0,98.0,10.0,185.0,49.0,12
4568,113.0,98.0,10.0,185.0,77.0,8
4569,113.0,98.0,10.0,185.0,98.0,7
4570,113.0,98.0,10.0,239.0,7.0,51
4571,113.0,98.0,10.0,239.0,28.0,15
4572,113.0,98.0,10.0,239.0,49.0,10
4573,113.0,98.0,10.0,239.0,77.0,7
4574,113.0,98.0,10.0,239.0,98.0,6
4575,113.0,98.0,30.0,5.0,7.0,1119
4576,113.0,98.0,30.0,5.0,28.0,800
4577,113.0,98.0,30.0,5.0,49.0,623
4578,113.0,98.0,30.0,5.0,77.0,468
4579,113.0,98.0,30.0,5.0,98.0,401
4580,113.0,98.0,30.0,59.0,7.0,432
4581,113.0,98.0,30.0,59.0,28.0,149
4582,113.0,98.0,30.0,59.0,49.0,92
4583,113.0,98.0,30.0,59.0,77.0,61
4584,113.0,98.0,30.0,59.0,98.0,49
4585,113.0,98.0,30.0,113.0,7.0,281
4586,113.0,98.0,30.0,113.0,28.0,84
4587,113.0,98.0,30.0,113.0,49.0,51
4588,113.0,98.0,30.0,113.0,77.0,33
4589,113.0,98.0,30.0,113.0,98.0,27
4590,113.0,98.0,30.0,185.0,7.0,188
4591,113.0,98.0,30.0,185.0,28.0,54
4592,113.0,98.0,30.0,185.0,49.0,32
4593,113.0,98.0,30.0,185.0,77.0,21
4594,113.0,98.0,30.0,185.0,98.0,17
4595,113.0,98.0,30.0,239.0,7.0,149
4596,113.0,98.0,30.0,239.0,28.0,42
4597,113.0,98.0,30.0,239.0,49.0,25
4598,113.0,98.0,30.0,239.0,77.0,17
4599,113.0,98.0,30.0,239.0,98.0,14
4600,113.0,98.0,50.0,5.0,7.0,1864
4601,113.0,98.0,50.0,5.0,28.0,1332
4602,113.0,98.0,50.0,5.0,49.0,1037
4603,113.0,98.0,50.0,5.0,77.0,778
4604,113.0,98.0,50.0,5.0,98.0,667
4605,113.0,98.0,50.0,59.0,7.0,718
4606,113.0,98.0,50.0,59.0,28.0,247
4607,113.0,98.0,50.0,59.0,49.0,152
4608,113.0,98.0,50.0,59.0,77.0,100
4609,113.0,98.0,50.0,59.0,98.0,80
4610,113.0,98.0,50.0,113.0,7.0,468
4611,113.0,98.0,50.0,113.0,28.0,139
4612,113.0,98.0,50.0,113.0,49.0,83
4613,113.0,98.0,50.0,113.0,77.0,54
4614,113.0,98.0,50.0,113.0,98.0,43
4615,113.0,98.0,50.0,185.0,7.0,312
4616,113.0,98.0,50.0,185.0,28.0,88
4617,113.0,98.0,50.0,185.0,49.0,52
4618,113.0,98.0,50.0,185.0,77.0,34
4619,113.0,98.0,50.0,185.0,98.0,27
4620,113.0,98.0,50.0,239.0,7.0,247
4621,113.0,98.0,50.0,239.0,28.0,69
4622,113.0,98.0,50.0,239.0,49.0,41
4623,113.0,98.0,50.0,239.0,77.0,27
4624,113.0,98.0,50.0,239.0,98.0,22
4625,113.0,98.0,70.0,5.0,7.0,2609
4626,113.0,98.0,70.0,5.0,28.0,1864
4627,113.0,98.0,70.0,5.0,49.0,1450
4628,113.0,98.0,70.0,5.0,77.0,1088
4629,113.0,98.0,70.0,5.0,98.0,933
4630,113.0,98.0,70.0,59.0,7.0,1005
4631,113.0,98.0,70.0,59.0,28.0,345
4632,113.0,98.0,70.0,59.0,49.0,212
4633,113.0,98.0,70.0,59.0,77.0,139
4634,113.0,98.0,70.0,59.0,98.0,111
4635,113.0,98.0,70.0,113.0,7.0,654
4636,113.0,98.0,70.0,113.0,28.0,194
4637,113.0,98.0,70.0,113.0,49.0,115
4638,113.0,98.0,70.0,113.0,77.0,75
4639,113.0,98.0,70.0,113.0,98.0,60
4640,113.0,98.0,70.0,185.0,7.0,437
4641,113.0,98.0,70.0,185.0,28.0,123
4642,113.0,98.0,70.0,185.0,49.0,72
4643,113.0,98.0,70.0,185.0,77.0,47
4644,113.0,98.0,70.0,185.0,98.0,38
4645,113.0,98.0,70.0,239.0,7.0,345
4646,113.0,98.0,70.0,239.0,28.0,96
4647,113.0,98.0,70.0,239.0,49.0,57
4648,113.0,98.0,70.0,239.0,77.0,37
4649,113.0,98.0,70.0,239.0,98.0,30
4650,113.0,98.0,90.0,5.0,7.0,3354
4651,113.0,98.0,90.0,5.0,28.0,2396
4652,113.0,98.0,90.0,5.0,49.0,1864
4653,113.0,98.0,90.0,5.0,77.0,1399
4654,113.0,98.0,90.0,5.0,98.0,1199
4655,113.0,98.0,90.0,59.0,7.0,1291
4656,113.0,98.0,90.0,59.0,28.0,443
4657,113.0,98.0,90.0,59.0,49.0,272
4658,113.0,98.0,90.0,59.0,77.0,178
4659,113.0,98.0,90.0,59.0,98.0,142
4660,113.0,98.0,90.0,113.0,7.0,840
4661,113.0,98.0,90.0,113.0,28.0,248
4662,113.0,98.0,90.0,113.0,49.0,148
4663,113.0,98.0,90.0,113.0,77.0,96
4664,113.0,98.0,90.0,113.0,98.0,76
4665,113.0,98.0,90.0,185.0,7.0,561
4666,113.0,98.0,90.0,185.0,28.0,157
4667,113.0,98.0,90.0,185.0,49.0,92
4668,113.0,98.0,90.0,185.0,77.0,60
4669,113.0,98.0,90.0,185.0,98.0,48
4670,113.0,98.0,90.0,239.0,7.0,443
4671,113.0,98.0,90.0,239.0,28.0,123
4672,113.0,98.0,90.0,239.0,49.0,72
4673,113.0,98.0,90.0,239.0,77.0,47
4674,113.0,98.0,90.0,239.0,98.0,37
4675,113.0,98.0,110.0,5.0,7.0,4099
4676,113.0,98.0,110.0,5.0,28.0,2928
4677,113.0,98.0,110.0,5.0,49.0,2278
4678,113.0,98.0,110.0,5.0,77.0,1709
4679,113.0,98.0,110.0,5.0,98.0,1465
4680,113.0,98.0,110.0,59.0,7.0,1578
4681,113.0,98.0,110.0,59.0,28.0,541
4682,113.0,98.0,110.0,59.0,49.0,332
4683,113.0,98.0,110.0,59.0,77.0,218
4684,113.0,98.0,110.0,59.0,98.0,173
4685,113.0,98.0,110.0,113.0,7.0,1026
4686,113.0,98.0,110.0,113.0,28.0,303
4687,113.0,98.0,110.0,113.0,49.0,180
4688,113.0,98.0,110.0,113.0,77.0,116
4689,113.0,98.0,110.0,113.0,98.0,93
4690,113.0,98.0,110.0,185.0,7.0,685
4691,113.0,98.0,110.0,185.0,28.0,192
4692,113.0,98.0,110.0,185.0,49.0,112
4693,113.0,98.0,110.0,185.0,77.0,73
4694,113.0,98.0,110.0,185.0,98.0,58
4695,113.0,98.0,110.0,239.0,7.0,541
4696,113.0,98.0,110.0,239.0,28.0,150
4697,113.0,98.0,110.0,239.0,49.0,88
4698,113.0,98.0,110.0,239.0,77.0,57
4699,113.0,98.0,110.0,239.0,98.0,45
4700,113.0,98.0,130.0,5.0,7.0,4844
4701,113.0,98.0,130.0,5.0,28.0,3460
4702,113.0,98.0,130.0,5.0,49.0,2692
4703,113.0,98.0,130.0,5.0,77.0,2019
4704,113.0,98.0,130.0,5.0,98.0,1731
4705,113.0,98.0,130.0,59.0,7.0,1864
4706,113.0,98.0,130.0,59.0,28.0,639
4707,113.0,98.0,130.0,59.0,49.0,392
